

ZNF488,,,,
COL22A1,,,,
GALE,,,,
SCD,,,,
TTC9,,,,
B4GALT6,,,,
BCL2,,,,
PARM1,,,,
ARNT2,,,,
FGF2,,,,



CCDC28B,,,,
RAMP1,,,,
BDKRB2,,,,
WNK4,,,,
DHCR24,,,,
DYNAP,,,,
TMEM79,,,,
CD200,,,,
C10orf99,,,,
SERINC2,,,,
B4GALNT2,,,,
SOX14,,,,
TTC9,,,,
TDRP,,,,
FXYD6,,,,
GALE,,,,
SYNPO2,,,,
MEGF10,,,,
HOMER2,,,,
TMEM150C,,,,
LINC00092,,,,
PARD3B,,,,
PARM1,,,,
FGF2,,,,
CDON,,,,
FAM189A2,,,,
DENND2C,,,,
SCD,,,,
ARNT2,,,,



SH3BP5,,,,
DNAH2,,,,
VCAM1,,,,
ABCC4,,,,
CLUL1,,,,
CHST15,,,,
SH2B3,,,,
CCDC28B,,,,
BCL2L10,,,,
ANKRD33B,,,,
DBNDD1,,,,
DYNAP,,,,
GAN,,,,
S100A16,,,,
PYGL,,,,
B4GALT6,,,,
TMPRSS11A,,,,
B4GALNT2,,,,
SSPN,,,,
TDRP,,,,
AK4,,,,
SLC45A1,,,,
GALE,,,,
NOL4L,,,,
LINC00092,,,,
CYP1B1,,,,
UNC79,,,,
ZNF488,,,,
RGPD3,,,,
ESRRB,,,,
MACC1,,,,
CSTA,,,,
HMX1,,,,
SLC35G1,,,,
COL19A1,,,,
CLCA2,,,,
BMPER,,,,
GALNT17,,,,
PAK3,,,,
FHOD3,,,,
DUOXA1,,,,
PLD5,,,,
KRT84,,,,
TMEM200C,,,,
MAP3K9,,,,
SERPINF1,,,,
ARRB1,,,,
FOXC2,,,,
GRHL3,,,,
DSG3,,,,
GIPC2,,,,
TMEM154,,,,
KIF5C,,,,
BCL2,,,,
FAM171A1,,,,
RTL5,,,,
RET,,,,
LYPD3,,,,
KIAA1549,,,,
KIF25,,,,
KEL,,,,
VSTM4,,,,
SIM1,,,,
PNMA8B,,,,
FAM83C,,,,
ASCL4,,,,
FXYD6,,,,
RAI14,,,,
UBD,,,,
PRKD1,,,,
HOMER2,,,,
MEGF10,,,,
CCDC8,,,,
TMEM150C,,,,
CLIP2,,,,
PARD3B,,,,
COBLL1,,,,
FGF2,,,,
PHLDB2,,,,
DENND2C,,,,
CYP27A1,,,,
NQO1,,,,
PYDC1,,,,
MT1H,,,,
SLC13A3,,,,
FJX1,,,,
ARNT2,,,,
RAB42,,,,
C6orf132,,,,
BIRC3,,,,
LAD1,,,,
RASD2,,,,
SELENOM,,,,
RAMP1,,,,
WNK4,,,,
DHCR24,,,,
RNF150,,,,
STAR,,,,
SNAP25,,,,
RNF165,,,,
SOCS1,,,,
CD200,,,,
RAET1G,,,,
TTC9,,,,
SEZ6L,,,,
DOCK4,,,,
DMD,,,,
NFE2L3,,,,
SYNPO2,,,,
ESRP2,,,,
NR2E1,,,,
PODXL,,,,
SLIT3,,,,
XKR4,,,,
SLC12A7,,,,
FAM189A2,,,,
FRMD1,,,,
IL17REL,,,,
GPT2,,,,
ZFHX2,,,,
NRXN1,,,,
HOXB13,,,,
FAM110B,,,,
SORL1,,,,
SCD,,,,
EPB41L1,,,,
RNF19A,,,,
EPHB1,,,,
BNIPL,,,,
CPA4,,,,
ADGRF4,,,,
COL23A1,,,,
ICOSLG,,,,
ANKRD18B,,,,
BDKRB2,,,,
ANKH,,,,
GDPD2,,,,
SFN,,,,
DEPP1,,,,
EPHB2,,,,
TMEM79,,,,
C10orf99,,,,
MVB12B,,,,
SERINC2,,,,
SULT1E1,,,,
SOX14,,,,
LARP6,,,,
ADGRB2,,,,
ARHGAP6,,,,
SOX15,,,,
NPPC,,,,
QDPR,,,,
OVOL1,,,,
PARM1,,,,
PTCH1,,,,
CDON,,,,
TENM1,,,,
CES2,,,,
GOLGA6L1,,,,
B3GNT5,,,,
COLCA1,,,,
PRRT4,,,,
NTF3,,,,
PAMR1,,,,
COL22A1,,,,
