"","X2536.KZ.1.FS.count","X2536.KZ.10.FS.count","X2536.KZ.14.FS.count","X2536.KZ.16.FS.count"
"ACAT1",2.745944825966,2.02810464683313,2.78589595139535,4.12111586196576
"ACAT2",3.62288898207078,4.61892118832364,3.77268457790934,3.15911900928036
"ACBD3",6.06209070421742,5.45681540593509,5.59190327561139,6.55390243726013
"ACBD4",2.745944825966,2.18485132648447,4.11092467080211,2.98488752047864
"ACBD5",5.35649404365899,4.69331606192389,4.58018585082262,5.13688004070806
"ACBD6",5.78978327330116,5.52684530084632,6.25814882548093,5.71548026271479
"ACBD7",1.60375057186303,4.31400724582484,2.21402493899083,2.20600901932413
"ACCS",4.52373812478147,4.68458860366483,5.26415265558521,3.73729667637988
"ACD",3.41967180552489,4.19614423175473,3.89654125345141,4.07836299543151
"ACE",3.81764103332952,3.45895316579991,2.47052845017309,2.5977920056993
"ACE2",1.65408487224862,-1.37408543620625,1.46968606848428,0.294691686302861
"ACER2",2.9711023424506,4.14191959915202,3.71008489994025,3.91788535218717
"ACER3",5.45560782147467,5.25545933618315,6.20365194657519,7.89174833374222
"ACHE",2.2850489917486,0.155713703604448,3.22451540695402,1.21878802273214
"ACIN1",8.24870658770824,8.18632156366316,8.2253099715861,7.93232623162596
"ACKR1",1.44126674878527,0.881388923330461,2.92713510257072,0.722502194885205
"ACKR2",2.54720379075828,0.458418961514583,3.13203611225645,1.36824435489303
"ACKR3",5.21486749244259,2.29598362461473,4.44577085973383,6.10797219378571
"ACKR4",1.67860843744054,-0.518964912434474,-0.963970582837477,1.16531856643294
"ACLY",6.58178197539255,6.54027715283048,5.82474259318069,7.15203129311742
"ACO1",4.85757569403336,5.18707401951059,4.60715651183646,4.67894693172298
"ACO2",5.93043894507121,6.56664062961208,6.33506661871644,6.84707256645074
"ACOT1",-0.709970034578899,-1.02966978837871,-2.39426308150323,0.722502194885205
"ACOT11",6.1589575130294,4.67580802791295,7.00289675509555,5.8315860608539
"ACOT13",3.07636421812014,2.98688663233032,3.47931536278193,3.71885763188797
"ACOT2",1.352603698253,0.960639951991889,0.211003782033831,1.77753515031464
"ACOT4",0.889322605494845,0.155713703604448,-0.502057977407917,1.66646037621002
"ACOT7",3.75559956159845,4.77780425653465,3.38450872032749,3.7912406085165
"ACOT8",3.92915057598233,4.62501600958233,4.19966970235544,4.09275518206366
