"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"CMC2",4.26433519807066,5.61277994347819,4.71940026262386,4.25231261487286,3.99438024209248,5.58410789023845,5.49099894982069,5.50813469284576,5.80114298568293,5.01254826963763,4.63090163437474,4.15140410931205,4.65657171016337,5.13778765903517,4.90500694399056,3.75951143401123,4.41769148492262,4.05589362109585
"CMIP",5.86696680151784,6.97400405417531,5.88553241712734,6.02123461447702,5.23719360192878,7.10665663551026,6.82272726655883,6.71272719095954,6.43299387269914,6.32612811217114,7.01215544186781,5.73395151485325,5.51998394944069,6.76356333104999,6.50257063464621,5.20167170780294,7.23694001745849,5.1889070613727
"CMKLR1",4.93007237581274,2.10450420061048,5.50519150892227,4.10930111353264,2.38108110655143,1.55837834686308,0.726841004465216,2.72216938275793,2.46295394701843,4.07503806791087,4.127042441322,2.55537278983566,4.86899658242443,2.53685581589397,3.22100179555382,3.66299881181246,2.5132697794873,3.3268503193052
"CMPK1",7.392922734535,8.12672995128305,7.49036137050201,7.64817040377797,7.87922355452624,7.94101805185808,8.39084638341172,8.07756115886799,8.96301474679759,8.78162661455464,7.56191040317378,6.75776252492005,7.12002266296232,7.32027223599981,8.06455423578957,7.17318101049754,7.83543826332098,7.76425260676671
"CMPK2",4.04504825987563,3.30024689332602,5.92712479888906,5.64219074276245,3.79027373975017,4.39206525413094,4.67129938391858,4.81936233479089,3.57324236920446,4.07503806791087,5.6323690394625,3.26883877677707,4.14684788350348,5.87305032866858,3.66851764716616,4.84524226264438,5.14541823944342,1.75922498808379
"CMTM1",-0.00042234969899345,-1.16457545349913,0.135080334159021,-1.54928840079752,-0.24745360045943,-0.355132482757317,-1.46802411004783,-0.466079353933089,-0.668063322814354,-0.363355684532585,0.262133795504689,-0.881583003348652,0.180245628684353,-0.900759121471254,-1.51397430549132,-0.31796132055574,-1.11636084454278,0.336388882332233
"CMTM3",5.20653227267193,3.61359899754781,5.57206446631826,4.99551207612168,4.60892811260286,3.9602543982811,3.38806456279541,4.61698275976036,3.66360894927594,3.66312213089456,4.26471602061548,3.70549773599785,5.03064602431389,4.18547794650209,4.02065776085679,4.3613706359908,4.07774597941147,4.89486922158143
"CMTM4",3.83055225058601,5.09637459984412,4.4423942059506,4.25656109698473,4.16667555167902,5.32008249613603,4.56346888328171,5.10801174500506,4.47940507362889,4.84931658151104,5.03327725012997,4.48534411986904,4.80657489193972,5.12177543570779,5.15989796746678,4.43065553386599,5.04045041801956,5.61719116980651
"CMTM6",6.85956587977195,7.07808639268831,7.67952639651079,6.91465788646889,6.48165743454916,7.30308026643905,7.07691564275232,8.54282704108842,7.43304605353692,7.41215138833764,7.18014154831089,6.28307436937396,7.18403264740794,6.483505141302,7.07420896233261,6.51155179561561,7.17709638879547,7.04151362389184
"CMTM7",3.72620077261807,2.07840875610731,5.04880301125658,4.57161810071848,3.11879261760724,2.48657017111266,1.60349792574827,2.72905838554759,1.82364157569299,3.15203518457757,3.4153581081199,2.71924858113882,3.70179399200628,1.99631082357989,3.79425705601972,3.45702005272976,2.68486514481111,1.2244502087848
"CMTM8",1.41314513535223,2.10450420061048,2.72353203194557,0.733344497396128,0.941576465413856,2.23358482618335,2.91669075550637,2.53043199969419,0.584116895733222,0.264066111387055,-0.908453409533402,1.82044177755579,1.3884476320844,2.25307403600742,2.23035617886058,0.49459317116453,0.381302656337277,1.8127150424315
"CMYA5",4.00462471292421,3.00013111884764,4.58992784894391,2.98207337287861,2.69514891160933,1.5472969628676,1.645719440369,1.90921228007045,-1.1137620891081,1.5253604200359,1.17283005093535,3.36648508906941,2.77955557271781,1.35892248255926,3.19517720921656,1.515163292076,0.801720076210178,6.23989659972148
"CN5H6.4",-2.35989415758574,-0.562005839815863,-0.219721563937763,-1.54928840079752,-0.342872707770717,0.163284241077953,-0.731842176851355,-2.68586198256382,-1.33941053408604,-1.43386137920396,0.22833293125179,-0.645672355925202,-0.0467886536442436,0.242771404662579,-0.312834525321491,-0.909013765915178,-0.355245782350194,-1.01333898072031
"CNBP",8.44046489118814,10.0080449352271,8.67359086445819,8.9276649228283,8.81442389690399,8.97787240564199,9.47564365547067,9.13623915713742,9.50664999664169,9.05598382449688,8.9242916969303,9.05831841496249,8.98274749986179,9.22842376368141,8.83722563483067,8.3164683272878,8.30968724420408,8.58962555524949
"CNDP2",7.51581688131935,7.13299787087343,7.42240618308035,7.08020174231688,6.69336426622,6.88417344903832,6.3644955814574,7.01145201315034,7.43164899015086,7.13544108346961,7.34840236114925,7.07910027671419,6.9504436204044,7.30931719919054,7.24204331265144,7.27716189588327,7.04415887163669,6.60345656378851
"CNEP1R1",3.32403405773205,3.93772992007074,4.35881848210332,3.81018800474522,3.5223119347522,4.68531388256677,4.72643989612673,4.52101336047326,3.7558104259005,4.17859075667858,3.80464659030622,2.84719080209579,3.94141503156079,3.80361228439774,3.7192300108309,3.11928512537326,3.28617040858128,3.37031134846493
"CNFN",5.14331939169445,4.98489767437766,4.98115205323571,4.65605307056927,1.16613630017601,6.46965802232972,6.49869056144915,8.25315534641973,8.23073601680552,4.60277279860352,4.34773571275036,2.49084336812915,3.15177932614419,3.14874107257103,7.40896689636378,2.15138054247726,5.21086040291588,3.17989277579263
"CNGA1",-1.49091913345596,-2.2187240138089,0.86109972106498,-0.683386229373893,-2.35523472790473,-1.32665786321053,-0.0542112681720224,3.03172463744029,0.793513003203878,0.594875475074334,-2.32547934528196,-1.65388213411412,-0.557751970540523,-1.30018865779669,1.03261624950287,-0.737055925250207,1.72487772060206,-0.682084649301361
"CNGB1",-2.17373912709571,1.24689292892539,-2.58151629667556,-3.09714922044262,-2.56935491619851,-2.72931111727067,0.337931118655237,0.438951680152882,-3.40954153290115,-1.87616339917094,-3.10536278370405,-3.00072365227383,-3.29474411972306,-4.04322659709209,-4.04322659709208,-1.75339941139767,-2.82853413484381,-1.34701029745827
"CNIH",6.35329141474207,6.19714623947667,6.2226647736428,5.60185392442808,6.64016250805977,6.07654839571611,6.92591286715941,6.02443283443267,6.38644786500189,6.66958481270736,5.44825842400639,5.374710044954,5.65247172421994,5.57677408961162,5.78303203739878,5.50449885766055,5.75546377942691,6.13985077234269
"CNIH2",-0.00042234969899345,2.79108348151437,0.0262283320923394,0.89468589687335,2.73658297694049,3.08942126537376,2.80313587531848,1.62889743911449,2.14061691969792,1.82636323639163,1.86515350145112,0.870593820475913,0.739232546201692,2.6894976595976,1.98115663672795,1.31471856875529,1.93595076521931,3.30461876359397
"CNIH3",1.67796927439886,-2.85994695097828,0.330867174041674,-0.500199499451566,0.574661766097193,-1.59473234053508,-2.24423335201413,1.10113300196209,-1.33941053408604,-1.37173030410457,-1.44956382001118,-3.00072365227383,1.36553651393462,-3.26767178057907,-1.69530404841538,1.91394937589449,-1.11636084454278,3.70051294055869
"CNIH4",4.44756830722838,5.14747288832029,4.8220134105521,3.99444202959198,4.49799243739296,5.61694059818587,5.70827934648684,5.82345548991476,5.34952757287042,5.7706956427543,5.00111112521586,4.16697607253391,4.44337923471541,4.86815810493176,4.88293366056622,4.21194126269708,4.9976751071214,4.95200726143399
"CNKSR1",4.79158587060684,5.06016434322573,4.45819452276262,4.31068216338106,4.19242906075855,5.18182120731665,5.32119653635046,5.07324376198389,5.63238741435928,4.81466496550995,6.30806107935852,5.47819756116319,5.41371408124708,6.11063617061763,5.81305650406958,5.15602996474592,6.35867099445506,4.81323636319839
"CNKSR2",-0.561182230966137,-1.43827820274088,1.05828028181038,0.551660965133182,2.68308870205567,-0.680271377443304,-1.59337694671656,-0.181392067414577,-1.46701726386295,-0.74134949742865,-1.68691283969127,-1.16375828605407,-1.69835594622706,-1.85443284728513,0.130336094225421,-0.444597554918687,-1.39162328621805,3.639651716899
"CNKSR3",4.25422886334233,4.8214495827859,3.97540528888705,5.26696114699285,3.66403999843854,5.15104141610693,4.83382151313344,5.19018610853602,5.43679452398523,4.60567128351613,2.49634796025227,5.10245670589945,3.15845939303477,3.91517062252,4.72946193126379,3.49633303659734,3.49023838485941,5.58450269224197
"CNN1",2.64579373622871,-1.43827820274088,-0.0511879365256593,2.34794182770741,1.66020131687777,0.192028997290371,-1.35269756360485,4.21483680966009,-0.454606745782279,0.837740434173951,-1.56336280709691,0.737868315347612,1.16783666493303,-0.788907848307326,-0.106054312468905,-1.00334425016772,1.55825804697105,1.54836061037479
"CNN2",7.85985571970691,7.47619555507557,7.45973011849968,7.46754852885225,7.02613023215255,7.00805906109013,8.39459112439057,8.1780532560068,7.68974497698298,7.67468617612655,7.98249327255056,7.74681867067861,7.61822988944504,7.36969617836529,8.43911062728379,7.26456680781864,7.65192827324396,7.74477576042153
"CNN3",7.0588097121734,6.37650770564272,7.23843755060146,7.57095543930796,6.85628915032517,6.61935946310333,6.49676953958576,7.3496108088157,7.14430340914323,6.35856440498535,7.06158034214898,7.8310920318981,8.3338411437654,6.17498578850611,6.48135869803834,7.60623280432203,5.88433279083346,6.84274914326076
"CNNM1",-2.35989415758574,1.94034378218893,0.705053082335453,-1.67311198133232,-2.56935491619851,3.36973711452698,1.09513200397391,-1.18551053990135,2.02679250915002,-1.31216485360309,-4.04322659709209,-3.00072365227383,-2.14788559906924,2.52608173002931,1.91940562626753,-2.96501197164456,-0.686182622257509,3.20010617622439
"CNNM2",2.71227223272611,2.62073026228022,2.74085982549896,3.14676735770073,3.07792678722055,2.40297856810395,2.50742038283792,2.76971556427681,2.68932602484219,3.32380257120219,2.85862745084905,3.07336434604326,2.66225042454217,2.96948380145847,2.16533939340679,2.60742634126537,2.10669100563419,2.78957369672324
"CNNM3",5.38386224689716,4.76938808831134,5.44743393338433,5.27326499674182,4.36465653065274,4.97098045218946,4.66788882152217,3.92201111550019,4.1448805771699,4.93477723392407,4.73987315070598,5.34763517979057,5.29444770929049,5.22697663694099,4.96927003449439,5.02625239793353,5.13558738755974,5.17263250984434
"CNNM4",4.96395295270843,4.76120921774889,4.70328518144919,4.69413960555437,4.29107815638135,4.61541044062423,4.1787122096545,4.72946857365043,3.8985617019129,4.41505495910907,4.73084860781208,4.61966597748259,4.32960374714588,4.95104621161918,4.21950798787397,4.9574886558824,5.60684621543581,4.58325029005834
"CNO",3.32016375743599,3.28891262980582,4.11040456916287,3.86686508924946,3.82361626500184,3.808411785709,4.40041418420222,3.17986654191073,4.38785449344636,3.83598666011155,3.99003964700067,3.95610514132023,3.83285139772595,3.51846564969945,4.66271896062936,3.49201745691976,4.48117337701417,3.33418535469831
