"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"2829",29,4,34,28,17,12,15,17,7,25,28,32,42,19,9,19,30,13,"CATSPER3"
"2830",2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,"CATSPER4"
"2831",146,15,36,33,144,6,73,13,16,94,16,18,30,5,37,65,3,17,"CATSPERB"
"2832",0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,"CATSPERD"
"2833",12,2,23,9,13,13,6,5,16,11,12,41,32,23,30,31,44,19,"CATSPERG"
"2834",4365,487,2277,3743,3024,3103,1349,3552,1076,1892,539,1156,3572,479,197,1586,3294,3520,"CAV1"
"2835",3658,1185,2570,2351,3189,5145,2703,3614,1364,1666,1253,1472,2493,775,284,1447,3076,2337,"CAV2"
"2836",16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"CAV3"
"2837",3395,599,1858,3955,2958,2937,1149,1418,1301,5600,2052,3455,1347,1488,1076,3131,1364,2851,"CBFA2T2"
"2838",385,67,565,848,123,434,72,130,211,286,695,223,263,148,757,243,192,66,"CBFA2T3"
"2839",2141,1114,3341,2355,2990,6271,4198,4290,2680,5563,2425,1159,1406,1724,1772,627,1693,4381,"CBFB"
"2840",2149,417,1722,1418,1323,1356,700,1026,498,2018,998,667,998,560,771,1006,983,3150,"CBL"
"2841",864,500,977,1023,1100,1359,595,1835,1041,3267,1166,722,562,653,349,511,343,871,"CBLB"
"2842",1057,511,558,539,467,1218,990,849,970,1707,932,1000,350,860,1488,1013,1715,557,"CBLC"
"2843",1245,429,1441,1382,2131,1304,1104,1019,874,2230,1256,1240,1038,714,687,1138,1291,764,"CBLL1"
"2844",34,22,5,270,0,52,7,2,31,63,8,26,4,23,60,6,2,2,"CBLN1"
"2845",510,0,366,497,1954,1,95,1331,8,739,90,1392,843,8,724,75,3,94,"CBLN2"
"2846",659,19,286,352,358,153,57,57,73,106,205,378,390,59,446,384,316,99,"CBLN3"
"2847",17,0,3,5,21,0,0,6,3,0,0,0,3,0,0,7,0,0,"CBLN4"
"2848",3855,2417,4444,2327,1774,9062,4356,3462,5366,5889,4842,2111,2987,2663,1531,2276,4483,2507,"CBR1"
"2849",1746,760,1705,1015,1054,4560,929,2592,675,720,1021,959,1879,1349,561,687,1916,773,"CBR3"
"2850",93,45,98,89,72,524,101,186,153,94,115,121,125,128,159,51,147,19,"CBR3-AS1"
"2851",1217,424,1338,1078,2764,2096,922,703,1126,1665,874,1086,1121,462,434,980,887,764,"CBR4"
"2852",3802,1233,1628,1137,1466,1740,107,531,2139,1388,7537,2180,4782,3001,4900,1874,692,4560,"CBS"
"2853",388,349,681,823,656,970,698,574,547,1134,622,345,485,544,469,746,187,737,"CBWD1"
"2854",421,219,509,499,281,625,657,397,327,731,477,294,278,378,316,410,308,514,"CBWD2"
"2855",43,26,33,44,34,53,66,41,42,60,32,32,25,20,15,15,57,45,"CBWD3"
"2856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CBWD5"
"2857",76,64,180,97,113,131,133,113,119,201,155,112,114,149,39,103,141,95,"CBWD6"
"2858",3588,2028,3174,2420,6568,6215,3770,2958,2378,7598,2853,2503,2387,3275,1724,2285,1147,8600,"CBX1"
"2859",1121,113,325,1056,833,990,135,328,459,1505,641,981,1371,318,477,1166,744,3400,"CBX2"
"2860",8716,4348,9139,9426,12783,17137,12466,8015,8326,22037,9437,6382,8472,5398,5204,5955,10058,12108,"CBX3"
"2861",19,12,71,52,153,36,24,26,55,97,42,49,18,26,28,17,74,9,"CBX3P2"
"2862",1262,258,1115,986,540,1683,1076,1879,1195,1802,1267,983,855,982,1352,831,1053,860,"CBX4"
"2863",11702,2146,8909,9914,13885,3230,5576,6703,4862,10633,6124,14571,8811,2071,3832,13080,4007,14343,"CBX5"
"2864",811,208,508,1485,443,705,324,464,398,3490,1208,895,464,519,704,1659,396,886,"CBX6"
"2865",2314,666,2665,2330,2718,1930,1073,907,912,2055,1834,3020,1857,986,1503,2250,586,513,"CBX7"
"2866",283,80,186,204,188,520,187,361,384,320,368,324,200,271,358,352,315,333,"CBX8"
"2867",1035,371,1011,717,970,1526,887,585,769,922,708,857,803,598,464,572,696,763,"CBY1"
"2868",11,2,7,3,10,15,1,1,2,4,8,6,8,3,7,7,6,7,"CBY3"
"2869",2448,971,1657,1206,1222,3374,2052,2312,2640,4816,7646,3908,2360,2651,2881,3354,2707,1036,"CC2D1A"
"2870",1720,573,1691,1429,1246,2044,1472,1092,1171,3984,2498,1088,896,1290,1720,1328,1766,1381,"CC2D1B"
"2871",77,112,113,319,484,364,171,145,246,40,24,156,16,28,68,75,88,653,"CC2D2A"
"2872",21,0,26,22,10,21,4,7,3,8,11,4,17,2,9,9,8,3,"CC2D2B"
"2873",2879,1356,3756,3316,4388,4258,3606,2773,2586,6383,3077,2464,2058,1748,1934,2737,1777,4058,"CCAR1"
"2874",20,0,11,18,17,1,1,4,8,6,0,5,13,2,1,11,1,142,"CCBE1"
"2875",469,159,264,278,294,654,279,205,270,297,419,496,438,383,258,289,342,167,"CCBL1"
"2876",1094,472,1406,1131,1127,3643,2469,672,3637,5337,1614,548,627,709,1131,1096,1631,1437,"CCBL2"
"2877",19,5,23,84,3,484,15,54,14,21,29,14,7,4,82,2,31,5,"CCBP2"
"2878",632,223,804,466,516,1128,874,415,518,842,567,782,450,477,558,1060,1006,460,"CCDC101"
"2879",542,92,542,501,580,114,189,219,21,254,135,263,405,71,113,323,165,362,"CCDC102A"
"2880",121,8,129,112,143,80,21,85,59,217,27,16,81,7,25,37,14,157,"CCDC102B"
"2881",68,15,64,35,39,37,31,37,15,15,41,12,74,46,14,47,78,173,"CCDC103"
"2882",1068,293,1060,781,2067,890,952,894,1171,1145,660,674,1163,586,318,1150,889,2333,"CCDC104"
"2883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCDC105"
"2884",682,212,475,706,737,529,264,203,307,664,672,710,577,318,543,673,378,569,"CCDC106"
"2885",165,30,167,159,140,140,122,88,79,126,118,95,159,103,98,112,90,85,"CCDC107"
"2886",0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,2,2,0,"CCDC108"
"2887",492,795,1454,821,1026,2039,521,1379,917,1120,1302,492,733,911,350,357,1607,584,"CCDC109B"
"2888",16,5,40,22,81,100,42,40,20,36,21,24,95,19,24,17,62,39,"CCDC11"
"2889",25,22,38,43,7,12,14,16,6,12,8,40,18,0,15,8,2,12,"CCDC110"
"2890",466,215,525,321,1252,624,313,203,559,1087,313,390,297,207,171,329,272,356,"CCDC111"
"2891",210,84,281,533,362,327,248,252,172,215,233,138,301,156,151,576,144,582,"CCDC112"
"2892",16,4,45,31,99,4,28,40,5,7,40,21,72,34,7,102,7,89,"CCDC113"
"2893",33,19,11,109,35,10,32,14,39,35,28,205,85,33,43,109,31,12,"CCDC114"
"2894",1132,676,1988,1313,1061,2120,1687,1832,1659,2104,1478,864,1231,1144,1069,1172,1906,2110,"CCDC115"
"2895",10,0,4,4,3,0,3,1,5,4,13,7,6,4,3,3,6,1,"CCDC116"
"2896",1435,913,2300,2318,3167,3943,2502,1446,2191,4911,1587,1670,1500,1196,888,1441,329,1620,"CCDC117"
"2897",915,609,1422,1273,1278,2766,2435,2399,2937,2820,2387,1290,934,1193,1994,788,1531,891,"CCDC12"
"2898",848,387,1173,519,532,1341,842,887,856,896,1130,1380,431,983,1225,568,964,342,"CCDC120"
"2899",113,33,154,171,290,182,70,65,78,264,98,162,77,76,66,128,159,255,"CCDC121"
"2900",59,21,120,91,139,131,70,138,165,123,33,100,87,34,52,115,35,234,"CCDC122"
"2901",1886,763,1380,1289,1347,2297,1394,1812,2222,3291,1803,2697,1392,1609,1949,1773,1441,1578,"CCDC124"
"2902",684,234,505,544,603,743,350,361,486,835,734,366,437,382,409,609,178,526,"CCDC125"
"2903",227,149,431,361,363,760,296,369,519,691,214,144,171,109,155,257,188,209,"CCDC126"
"2904",451,156,586,391,571,1159,524,291,402,630,412,404,360,409,252,558,303,489,"CCDC127"
"2905",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"CCDC129"
"2906",12,5,4,7,27,3,7,2,5,5,13,4,6,1,1,5,2,8,"CCDC13"
"2907",1370,225,1060,965,855,1142,1055,839,918,1696,2679,1872,1148,1160,1826,1361,1645,874,"CCDC130"
"2908",828,362,956,882,1061,941,734,1088,1151,1668,1089,545,549,513,410,712,810,799,"CCDC132"
"2909",118,55,114,100,93,159,64,97,50,325,166,76,64,112,65,135,60,114,"CCDC134"
"2910",1,0,3,0,11,1,0,0,0,2,1,1,0,0,0,3,0,1,"CCDC135"
"2911",31,6,82,69,31,54,17,30,2,31,30,21,163,31,33,34,135,57,"CCDC136"
"2912",1797,759,1450,670,1256,3111,1118,1006,1937,3216,2234,1312,1143,1767,1791,1392,2281,1285,"CCDC137"
"2913",343,137,209,239,251,429,337,179,320,706,241,160,190,123,191,180,195,1021,"CCDC138"
"2914",2271,1508,2248,2666,3347,2995,2896,2657,1679,3630,4127,4586,3592,2256,1890,2151,1235,3946,"CCDC14"
"2915",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,24,"CCDC140"
"2916",19,8,56,149,49,17,9,10,7,35,16,10,11,2,12,30,3,9,"CCDC141"
"2917",559,118,339,306,310,292,255,183,165,548,617,332,228,359,342,335,410,635,"CCDC142"
"2918",24,4,35,10,56,0,7,31,0,7,14,22,17,20,0,21,8,49,"CCDC144A"
"2919",137,4,57,34,346,52,90,127,20,224,70,96,81,46,28,127,19,562,"CCDC144B"
"2920",5,2,3,4,3,1,5,2,0,7,1,1,8,0,0,4,0,5,"CCDC144C"
"2921",0,9,15,0,221,0,22,0,0,0,11,2,3,8,0,1,0,0,"CCDC144NL"
"2922",1395,187,1182,1463,4682,435,1882,269,385,1496,1705,985,962,480,462,3172,1110,651,"CCDC146"
"2923",17,4,11,174,48,17,14,7,13,23,15,11,37,5,12,42,16,15,"CCDC147"
"2924",11,3,6,39,18,4,18,13,13,36,14,5,13,3,15,8,32,44,"CCDC148"
"2925",608,82,455,601,524,245,204,187,104,424,290,483,346,179,112,466,177,660,"CCDC149"
"2926",156,58,293,196,210,350,168,123,194,365,136,171,102,90,150,209,112,861,"CCDC15"
"2927",226,71,155,202,235,542,321,90,118,446,279,452,466,223,233,415,239,482,"CCDC150"
"2928",9,3,6,4,5,44,2,10,19,5,18,2,16,22,3,7,13,14,"CCDC151"
"2929",65,27,215,118,271,27,75,52,20,124,67,14,25,14,40,32,27,14,"CCDC152"
"2930",63,6,21,23,13,20,44,22,22,19,29,20,25,23,51,16,50,33,"CCDC153"
"2931",40,4,28,13,7,184,54,5,152,26,39,35,168,338,71,15,41,18,"CCDC154"
"2932",1,33,65,1,175,33,50,10,13,13,33,139,205,44,80,54,1,0,"CCDC155"
"2933",102,9,46,57,49,59,23,21,38,43,57,41,130,29,50,67,26,61,"CCDC157"
"2934",12,2,15,25,23,3,1,0,0,0,3,11,18,0,2,14,4,19,"CCDC158"
"2935",199,61,234,294,125,341,213,222,218,294,428,229,211,245,251,231,232,212,"CCDC159"
"2936",8,3,42,28,10,1,2,11,8,2,2,20,0,6,0,11,4,0,"CCDC160"
"2937",0,0,4,15,41,0,3,2,11,12,0,2,19,22,0,7,8,0,"CCDC162P"
"2938",210,26,246,117,198,269,125,41,219,179,167,58,87,66,175,219,63,400,"CCDC163P"
"2939",2,0,8,0,1,1,0,0,2,1,0,2,1,2,0,4,2,0,"CCDC164"
"2940",360,168,576,1723,3097,541,1011,755,131,1628,654,1389,263,398,211,442,362,310,"CCDC165"
"2941",0,0,0,0,0,0,0,8,5,0,4,4,0,8,13,0,8,2,"CCDC166"
"2942",405,155,606,523,557,966,511,478,703,879,501,386,199,405,363,354,238,350,"CCDC167"
"2943",20,3,11,10,10,37,21,10,1,15,11,4,1,3,3,8,2,29,"CCDC168"
"2944",3,0,0,1,1,1,0,1,0,1,1,0,2,0,0,1,0,2,"CCDC169"
"2945",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CCDC169-SOHLH2"
"2946",41,6,25,26,17,47,18,20,8,14,90,29,19,56,56,23,33,20,"CCDC17"
"2947",418,154,489,388,542,819,458,160,292,1564,658,322,575,155,319,301,342,1094,"CCDC18"
"2948",49,9,26,29,17,35,25,37,45,32,21,11,105,17,25,34,46,29,"CCDC19"
"2949",1076,270,1480,742,704,859,587,456,458,854,1027,1618,887,627,629,903,416,616,"CCDC22"
"2950",562,180,779,906,833,1292,469,278,893,1179,439,519,394,216,354,376,211,888,"CCDC23"
"2951",541,139,378,458,345,1216,865,206,344,680,1264,499,424,1061,485,440,1102,174,"CCDC24"
"2952",2390,936,1774,2068,3912,1903,2075,1758,2833,2727,2397,1936,1355,1138,2180,2009,1615,3263,"CCDC25"
"2953",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"CCDC27"
"2954",872,481,1038,820,1130,862,1399,657,1142,1683,755,769,643,309,387,500,311,930,"CCDC28A"
"2955",651,71,480,1373,996,267,229,103,229,307,146,986,901,143,201,501,110,765,"CCDC28B"
"2956",1183,68,359,478,5848,160,192,498,120,663,223,210,339,36,97,1982,78,475,"CCDC3"
"2957",15,0,28,21,57,24,6,15,16,22,14,19,61,8,14,38,12,87,"CCDC30"
"2958",0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,1,0,"CCDC33"
"2959",593,419,1040,837,1135,1122,1268,456,870,1850,1105,882,1393,474,464,456,473,1695,"CCDC34"
"2960",12,8,9,4,5,4,9,2,4,9,6,5,6,1,5,15,2,6,"CCDC36"
"2961",0,0,0,4,0,1,1,3,0,0,1,2,3,1,1,0,0,0,"CCDC37"
"2962",1,2,20,0,0,1,3,0,0,0,0,3,0,0,1,0,0,0,"CCDC38"
"2963",51,9,57,48,96,83,39,33,16,113,24,95,24,31,45,44,17,37,"CCDC39"
"2964",85,3,41,28,69,29,14,32,19,19,20,42,188,17,41,234,13,234,"CCDC40"
"2965",518,173,480,426,519,520,461,611,443,912,431,698,479,266,309,741,308,472,"CCDC41"
"2966",1,0,16,4,10,2,1,0,0,1,2,1,5,0,1,3,2,1,"CCDC42"
"2967",13,8,13,10,18,45,30,8,10,7,15,25,18,14,16,8,11,14,"CCDC42B"
"2968",899,372,900,578,1168,1606,941,548,875,1374,696,615,610,706,342,586,533,1667,"CCDC43"
"2969",4419,2073,4178,2797,3192,11747,5045,4411,3165,10050,4316,2666,2485,3053,2916,4199,2342,6335,"CCDC47"
"2970",51,7,45,75,8,117,2,42,12,12,29,13,28,85,24,13,16,14,"CCDC48"
"2971",2245,1495,4230,4826,4321,4596,2667,1889,2408,3922,2165,4817,3103,2061,1803,2685,1294,2653,"CCDC50"
"2972",370,245,323,541,452,967,462,302,778,914,734,467,435,398,666,419,717,593,"CCDC51"
"2973",990,441,1331,941,1336,1600,1233,1312,851,985,658,805,1033,486,357,1052,594,605,"CCDC53"
"2974",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,"CCDC54"
"2975",1621,1863,2481,846,1487,3858,2782,2115,3623,3466,2538,1262,1161,2557,1633,956,1630,1548,"CCDC56"
"2976",776,162,641,424,669,434,357,262,142,446,426,791,743,317,366,1000,382,968,"CCDC57"
"2977",424,880,510,396,502,1054,816,1094,983,2196,886,751,523,695,512,218,271,475,"CCDC58"
"2978",1043,598,1126,1020,1655,1917,1746,1638,1869,2011,795,1374,767,691,592,899,432,1198,"CCDC59"
"2979",1608,1920,3606,2892,2598,5423,3402,3039,1838,5085,3776,1976,1748,2998,1808,1536,1829,3286,"CCDC6"
"2980",9,44,79,86,10,1,151,189,27,5,95,4,1,12,87,3,2,0,"CCDC60"
"2981",624,145,435,396,230,568,420,330,437,830,616,828,452,601,631,592,659,258,"CCDC61"
"2982",9,0,17,13,27,2,0,2,1,6,4,5,9,3,6,19,1,36,"CCDC62"
"2983",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"CCDC63"
"2984",1905,629,1416,1299,1106,1478,1406,1292,758,3265,2649,1273,1021,984,1786,1476,1275,327,"CCDC64"
"2985",254,386,381,303,6,1807,1447,1830,2349,829,1481,678,97,1973,2659,219,4505,44,"CCDC64B"
"2986",8,1,15,21,28,14,4,3,0,7,8,8,7,11,9,11,0,4,"CCDC65"
"2987",443,142,520,513,1127,603,369,213,486,698,353,428,492,318,431,507,155,822,"CCDC66"
"2988",16,8,7,2,28,0,18,25,9,61,57,1,11,0,15,14,0,3,"CCDC67"
"2989",48,38,178,140,139,64,72,211,106,90,191,61,32,109,170,90,92,47,"CCDC68"
"2990",907,88,1917,2781,910,750,287,448,215,1597,726,337,542,201,754,1473,163,93,"CCDC69"
"2991",37,13,18,29,68,45,26,10,27,50,19,26,39,13,6,34,9,20,"CCDC7"
"2992",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCDC70"
"2993",678,306,659,744,725,892,771,251,847,1446,928,648,389,584,767,668,422,668,"CCDC71"
"2994",1698,213,1297,2118,2223,460,261,996,262,1040,661,805,745,290,838,1336,669,730,"CCDC71L"
"2995",2724,2271,4067,4376,4336,7715,8512,3813,10026,10434,4873,3766,3113,2739,6146,2358,2794,2863,"CCDC72"
"2996",54,20,77,45,172,47,92,42,85,106,85,69,55,27,42,78,67,133,"CCDC73"
"2997",241,18,200,420,191,390,83,114,128,102,52,393,1530,120,29,640,280,243,"CCDC74A"
"2998",37,0,59,40,880,26,10,11,28,18,2,111,719,11,3,622,62,374,"CCDC74B"
"2999",159,86,113,140,201,218,122,87,174,467,153,85,86,93,52,122,67,241,"CCDC75"
"3000",704,304,886,679,797,1165,1070,622,641,1522,776,676,450,341,534,486,506,784,"CCDC76"
"3001",646,207,792,868,1074,565,701,463,573,1545,639,912,548,402,369,886,250,939,"CCDC77"
"3002",82,5,42,30,17,41,4,9,14,38,62,68,121,60,90,121,243,26,"CCDC78"
"3003",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"CCDC79"
"3004",655,37,512,248,1153,34,8,128,14,109,6,1078,904,23,8,2035,14,6505,"CCDC8"
"3005",3573,294,1376,2812,1118,584,161,1757,1230,1673,8247,359,348,435,479,246,257,2128,"CCDC80"
"3006",27,1,47,20,7,16,8,9,3,12,8,26,6,0,18,23,7,31,"CCDC81"
"3007",1198,245,1278,1008,1043,1001,717,545,355,1312,753,565,614,227,759,1322,359,2261,"CCDC82"
"3008",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"CCDC83"
"3009",527,65,406,306,260,453,234,150,134,243,325,252,263,241,455,232,437,266,"CCDC84"
"3010",21,2,47,51,20,25,2,22,5,15,14,1,8,1,10,6,3,274,"CCDC85A"
"3011",927,318,1357,1210,767,1292,897,976,1009,1098,777,681,549,933,1067,854,993,960,"CCDC85B"
"3012",756,912,1370,849,679,2398,1893,1369,1702,3046,2785,780,723,2871,1647,813,2212,1149,"CCDC85C"
"3013",938,326,893,514,845,1833,1249,571,633,940,920,757,498,720,586,665,448,1548,"CCDC86"
"3014",15,19,21,45,63,111,72,3,13,189,61,9,19,40,43,41,179,36,"CCDC87"
"3015",2575,879,2552,2509,5611,605,1101,1051,661,3301,1469,848,937,321,608,2119,518,3952,"CCDC88A"
"3016",2147,430,3755,2293,705,3070,1175,680,402,1669,3001,1740,1737,2741,3253,1581,4722,67,"CCDC88B"
"3017",3976,458,2933,2908,2132,2264,1421,830,708,9602,4746,2104,1847,2872,1842,2103,2034,4889,"CCDC88C"
"3018",11,1,10,16,8,3,1,6,2,1,1,2,8,0,5,5,4,8,"CCDC89"
"3019",1042,351,741,761,621,1070,962,788,924,2040,1041,1331,604,504,853,750,1030,1066,"CCDC9"
"3020",2524,742,1836,2434,2517,5041,2043,1548,2466,4295,1506,1596,979,1340,855,1961,1128,3683,"CCDC90A"
"3021",972,283,1507,1376,815,1068,1173,839,518,902,778,714,351,715,502,664,658,1591,"CCDC90B"
"3022",1178,364,1082,1168,1891,660,1117,1518,872,1777,731,1072,636,398,358,896,324,1687,"CCDC91"
"3023",1646,135,916,948,972,296,150,1110,274,517,883,996,869,477,371,1155,596,798,"CCDC92"
"3024",2220,471,2258,1727,1387,1861,1239,1156,844,2747,2160,2014,2280,1192,1082,2908,1194,3310,"CCDC93"
"3025",795,277,1045,779,883,1069,1006,619,765,1662,1002,1323,536,596,839,776,581,689,"CCDC94"
"3026",77,9,150,66,103,64,178,59,49,132,107,41,72,63,55,34,213,72,"CCDC96"
"3027",2135,484,1762,1883,1551,2177,1005,1114,1347,4350,2231,2870,1560,1207,1648,2397,1134,1874,"CCDC97"
"3028",961,549,915,797,1905,1271,973,591,1235,1726,1115,775,1154,1163,939,967,626,1744,"CCDC99"
"3029",2115,798,1781,1211,2744,3514,2343,754,1297,2312,2987,2446,1313,1392,1356,984,1348,3384,"CCHCR1"
"3030",9,0,2,0,5,1,1,3,1,3,0,0,2,0,0,1,2,4,"CCIN"
"3031",0,1,4,2,3,1,2,4,3,9,0,1,0,1,1,0,1,0,"CCK"
"3032",7,0,16,57,1,3,0,49,2,2,4,3,6,0,1,5,2,18,"CCKAR"
"3033",1,0,7,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,"CCKBR"
"3034",3,0,0,5,7,1,0,0,0,6,1,2,4,0,3,2,3,2,"CCL1"
"3035",91,31,129,290,24,47,84,66,12,101,141,10,14,22,19,29,15,88,"CCL11"
"3036",155,18,133,112,31,11,81,109,20,466,517,26,30,6,15,5,51,83,"CCL13"
"3037",6,0,8,24,1,11,0,0,2,5,4,2,4,4,14,0,1,1,"CCL14"
"3038",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,"CCL14-CCL15"
"3039",0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,1,0,0,"CCL15"
"3040",2,0,0,2,0,0,0,2,1,1,0,0,0,1,6,0,0,0,"CCL16"
"3041",59,21,85,56,43,42,169,18,21,84,61,14,22,37,95,23,91,4,"CCL17"
"3042",3372,147,4619,2398,672,645,369,2746,1037,9375,6074,144,441,194,1556,153,1037,9,"CCL18"
"3043",6858,206,19571,13094,17845,3726,598,81,100,3678,3135,49,645,461,2856,840,96,260,"CCL19"
"3044",1976,74,2080,6485,912,811,908,542,140,3240,1246,314,139,140,454,118,165,1030,"CCL2"
"3045",25178,936,1749,33966,2420,114,36017,4624,557,1778,1192,17937,8062,154,2019,1618,26,22,"CCL20"
"3046",1541,66,12788,14603,40,3121,307,236,6,1780,201,33,393,167,1441,11,205,1193,"CCL21"
"3047",525,173,528,475,118,611,345,317,166,316,714,153,284,245,266,196,128,58,"CCL22"
"3048",8,5,9,11,0,3,1,2,2,15,8,2,2,0,6,2,4,0,"CCL23"
"3049",9,0,5,3,0,0,1,8,1,7,14,0,16,0,4,0,1,0,"CCL24"
"3050",5,0,39,8,4,6,0,4,1,5,10,3,16,0,7,17,2,0,"CCL25"
"3051",24,6,2,4,3,3,36,19,4,2,1,2,9,3,13,5,1,3,"CCL26"
"3052",8,1,5,3,7,0,7,2,1,0,1,2,3,0,1,16,17,4,"CCL27"
"3053",172,33,39,103,19,95,51,73,94,182,84,36,30,48,38,81,39,105,"CCL28"
"3054",351,41,867,556,192,38,142,410,121,1055,477,302,289,106,127,214,232,35,"CCL3"
"3055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCL3L1"
"3056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCL3L3"
"3057",663,46,2208,1336,467,76,194,837,177,1572,668,684,492,241,161,303,165,31,"CCL4"
"3058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCL4L1"
"3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCL4L2"
"3060",2826,201,11150,7375,3095,1154,1254,1348,987,5158,3478,3100,5036,1825,1077,5289,913,233,"CCL5"
"3061",8,0,9,1,7,1,3,4,6,8,22,0,1,1,0,2,8,12,"CCL7"
"3062",69,14,288,167,49,27,101,78,59,527,344,43,15,18,27,34,28,65,"CCL8"
"3063",2151,647,2904,2531,1042,4925,2450,1429,1927,3945,3184,1736,2241,3069,1757,2005,4027,1082,"CCM2"
"3064",16,0,7,23,2,2,3,63,5,5,5,0,2,1,3,7,1,20,"CCNA1"
"3065",2286,1343,2002,1441,3328,3509,3136,1121,3831,8784,2360,3190,2665,1794,1459,1202,1691,1807,"CCNA2"
"3066",3353,2111,2510,2531,4031,9223,4846,1533,5000,10193,4249,3693,4093,3034,3389,2812,1594,4165,"CCNB1"
"3067",1096,567,1461,1321,2420,1526,1884,756,1304,1110,749,1517,858,693,741,1237,1045,2670,"CCNB1IP1"
"3068",1549,907,1613,1514,3200,2514,1993,684,2045,4708,2927,2665,1170,1312,1994,641,1267,1347,"CCNB2"
"3069",20,6,11,23,39,66,14,9,15,46,11,17,7,14,15,18,14,27,"CCNB3"
"3070",1887,1334,2245,2160,4041,2432,4757,2620,4090,5561,1816,1578,745,1486,1290,1740,1213,5611,"CCNC"
"3071",6687,809,5226,3729,1662,1237,913,4480,384,1121,1063,3171,1747,1987,2372,13799,1994,6571,"CCND1"
"3072",2761,215,4875,4617,5297,867,5466,2497,277,2123,1695,1183,1735,746,851,5320,6369,616,"CCND2"
"3073",2301,635,3612,3133,2401,3413,1514,1931,2225,2954,2611,1115,1537,1293,1655,2208,1143,3381,"CCND3"
"3074",1478,680,1914,1798,1152,1237,883,1028,815,2177,1239,1206,706,655,1023,873,545,755,"CCNDBP1"
"3075",322,216,368,200,94,1441,732,243,1182,2384,636,357,297,507,762,188,483,328,"CCNE1"
"3076",1370,600,842,820,1675,4586,2247,1184,2893,4439,2134,1243,640,952,1512,752,737,1792,"CCNE2"
"3077",2101,572,1398,2051,1223,2482,1496,507,1460,3593,2355,2834,4023,1438,1447,5745,1649,1426,"CCNF"
"3078",2448,744,3163,3637,4335,2487,2290,1795,2658,4671,1502,1863,1909,1166,1309,3521,674,3743,"CCNG1"
"3079",1735,634,2994,3306,6068,2801,3226,1420,2717,5041,1804,3259,2001,1137,1188,3162,917,3836,"CCNG2"
"3080",845,338,855,877,716,628,1408,908,1183,1451,575,286,517,365,440,734,313,699,"CCNH"
"3081",6620,1642,4805,7951,12349,4769,2991,3436,3718,10277,3882,7045,4568,1694,2124,8332,2095,10513,"CCNI"
"3082",20,36,148,38,55,198,41,30,77,329,197,6,52,259,111,155,52,4,"CCNI2"
"3083",244,108,366,568,785,728,388,260,289,1045,386,314,234,246,335,456,206,955,"CCNJ"
"3084",2016,197,757,447,694,43,509,190,70,205,460,590,852,477,33,1659,32,164,"CCNJL"
"3085",1368,888,2128,1286,1343,2861,2670,1491,1641,4110,2745,996,1010,1903,1487,1068,1305,1652,"CCNK"
"3086",2768,2466,4565,4816,2752,6391,10046,7464,3035,9342,6774,5899,2445,5335,4053,2234,2207,2139,"CCNL1"
"3087",6901,1083,7346,5021,4387,8800,6987,2451,2775,6269,9643,7926,6573,5668,7651,6228,10506,5591,"CCNL2"
"3088",233,39,138,42,72,244,132,77,44,149,253,213,249,229,230,458,574,203,"CCNO"
"3089",1649,757,1979,2033,2013,2824,2027,1815,1383,3567,1885,2123,1128,1299,1062,2157,939,2296,"CCNT1"
"3090",2256,707,2815,2985,1757,2299,2658,1443,1203,2669,1888,1736,1453,1314,1284,1724,1586,3450,"CCNT2"
"3091",2796,1200,2835,2442,4929,5662,3254,2609,3851,5050,1875,2050,1448,1820,1635,1847,1321,7821,"CCNY"
