"symbol","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"SUN5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUOX",973,357,1140,711,514,2078,739,855,487,1138,1034,972,603,814,839,655,1206,377
"SUPT16H",6881,2422,6154,6614,7695,9722,5142,3952,5818,16832,7191,5246,5000,4727,4014,5562,3756,9460
"SUPT20H",940,244,1534,1273,1400,1274,1632,1218,915,1411,859,641,553,627,517,1307,696,1957
"SUPT20HL1",0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4
"SUPT20HL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUPT3H",234,61,282,184,236,76,149,142,133,256,143,173,105,83,93,137,97,525
"SUPT4H1",2009,1075,2988,1950,2743,3924,2271,1900,2625,3536,1805,2266,1984,1779,1265,1588,1003,3569
"SUPT5H",5163,1250,4255,4362,3834,5428,3608,4002,3572,9581,6903,6952,3743,3921,5267,6007,4226,5814
"SUPT6H",5880,1652,4727,3696,4259,5873,3550,3229,2349,8177,5885,3679,4096,3272,3480,4794,2614,6887
"SUPT7L",2318,724,2114,1876,1545,2318,2226,1362,1130,2315,1826,1556,1158,1648,1164,1323,2624,2174
"SUPV3L1",671,458,1277,1102,1450,1169,1122,1048,1110,2071,1143,1067,810,974,832,790,681,951
"SURF1",1366,512,1766,1232,1139,2475,1282,812,1872,1602,1924,863,1091,1196,794,801,909,1029
"SURF2",731,236,667,412,815,951,1181,454,874,953,681,477,780,634,719,510,872,604
"SURF4",8720,2155,8125,6895,6801,4581,5057,5628,5856,9432,5047,4294,4497,3029,3581,6060,4915,6156
"SURF6",1924,741,1637,1115,1268,1603,1369,914,1751,3041,2047,1620,1104,1318,1475,1300,1819,1623
"SUSD1",300,113,594,437,148,138,158,180,123,482,207,138,142,155,161,198,97,183
"SUSD2",545,10,165,205,388,68,107,224,96,58,187,95,232,68,237,169,146,133
"SUSD3",303,27,801,610,260,178,102,79,43,282,284,130,277,181,300,251,54,72
"SUSD4",7456,690,3378,3352,1112,3790,4234,3369,3014,8816,2692,6455,1812,4282,2797,2010,5846,5331
"SUSD5",70,5,631,255,123,182,7,93,36,146,69,30,50,5,71,43,6,5326
"SUSD6",4113,1162,4024,3237,2439,4782,3351,3868,1530,7619,3848,3324,2677,2317,2346,3554,2631,2979
"SUV39H1",930,377,1485,577,500,1251,944,289,731,1187,984,2062,795,637,585,534,492,647
"SUV39H2",608,301,559,405,1021,1138,778,366,793,1310,469,612,285,335,249,354,175,1235
"SUZ12",3376,1345,2992,3656,6926,5804,3775,1913,2878,7781,2393,2906,2099,1764,1563,3019,1102,9517
"SUZ12P1",91,21,78,50,142,72,69,30,35,41,54,106,67,48,45,24,26,84
"SV2A",109,108,156,142,789,51,95,88,11,40,66,148,34,178,47,368,24,973
"SV2B",870,48,320,1606,814,21,3,6,15,286,25,44,381,19,54,1570,17,279
"SV2C",1,0,0,51,0,0,3,2,3,1,3,6,1,0,0,0,0,1
"SVBP",562,180,779,906,833,1292,469,278,893,1179,439,519,394,216,354,376,211,888
"SVEP1",358,14,364,750,32,256,41,83,159,582,398,3,37,174,158,30,175,145
"SVIL",7566,1287,3687,4341,4954,5301,7550,2639,1832,10107,3075,2082,1585,2152,1895,4769,5459,5265
"SVIP",926,282,753,713,820,756,601,431,555,1349,573,691,694,231,414,591,364,944
"SVOP",2,0,0,3,1,0,0,0,1,0,0,1,1,0,0,26,1,0
"SVOPL",3,5,43,5,1,1,1,9,0,2,0,32,11,0,2,0,1,3
"SWAP70",2696,1484,3022,3032,3018,3644,1521,2267,1006,5789,2810,2231,1882,726,1436,1867,863,2501
"SWI5",440,340,474,359,380,918,725,615,1081,880,720,391,381,591,438,271,491,375
"SWSAP1",116,69,159,104,67,277,139,106,191,312,195,134,66,120,144,132,135,152
"SWT1",262,92,216,332,329,275,207,266,208,627,262,176,195,134,121,215,102,271
"SYAP1",1341,777,1877,1741,1504,2453,2247,1856,1847,5231,1244,1830,948,963,869,932,808,1690
"SYBU",583,71,132,1457,188,103,15,227,166,23,301,722,333,18,68,748,72,17
"SYCE1",2,0,0,109,1550,2,2,25,3,2,5,2,1129,11,2,161,19,4
"SYCE1L",13,26,45,57,37,106,119,12,80,140,45,30,60,29,65,27,43,49
"SYCE2",165,61,156,48,315,150,160,15,100,107,163,180,196,53,61,158,32,563
"SYCE3",14,10,5,11,40,13,13,8,16,6,9,28,25,28,9,5,24,3
"SYCN",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
"SYCP1",0,90,2,0,0,0,0,0,273,0,0,0,0,12,0,0,0,4
"SYCP2",1786,1549,2883,905,4003,4920,4556,2556,3942,8748,3903,7189,2958,6415,2547,4087,1023,4154
"SYCP2L",121,1,48,108,193,16,53,2,2,12,4,33,5,5,15,157,2,232
"SYCP3",28,2,33,24,45,15,9,5,1,15,5,61,21,9,14,34,7,56
"SYDE1",541,94,265,297,174,126,376,319,65,256,221,55,141,115,140,300,173,354
"SYDE2",30,18,51,109,57,142,11,20,37,17,57,42,18,26,3,65,5,4
"SYF2",1987,955,2944,2660,3193,3424,2904,2036,3173,4454,1964,2038,1645,1138,1826,1715,1523,3173
"SYK",5034,1654,4656,4539,2715,4046,2563,2493,3210,7987,4244,3154,3583,1669,2479,3699,2518,127
"SYMPK",4706,1190,3877,2895,3494,4503,3139,2308,2545,6058,4264,4988,2212,4219,3656,3953,3730,5227
"SYN1",48,1,36,46,38,22,16,9,9,5,11,37,54,32,4,68,11,10
"SYN2",4,1,12,4,0,3,0,5,0,3,2,0,0,0,7,0,5,8
"SYN3",2,0,3,8,4,10,1,1,2,0,1,2,1,0,2,1,1,0
"SYNC",59,7,27,24,16,23,3,53,7,19,18,7,7,13,8,5,7,78
"SYNCRIP",10201,4700,8474,6996,14695,9393,14364,9689,8940,25193,9324,7831,3861,5990,6501,7228,5096,21641
"SYNDIG1",258,0,119,224,112,52,1,199,0,5,20,172,6,10,30,700,35,53
"SYNDIG1L",4,0,4,13,22,3,0,0,0,1,0,11,13,2,4,4,0,1
"SYNE1",1226,123,2376,2817,1089,774,140,656,160,1422,882,496,1102,195,693,792,231,650
"SYNE2",5711,3639,9868,5849,6582,17466,7899,3621,3471,18524,8184,6497,7475,10836,3116,13143,6632,12070
"SYNE3",426,42,796,725,431,219,83,130,22,340,300,153,405,69,282,430,70,822
"SYNE4",26,95,20,29,14,307,10,30,288,74,133,385,12,277,180,83,98,6
"SYNGAP1",999,247,622,649,564,649,593,547,204,551,762,995,541,893,591,413,641,895
"SYNGR1",952,185,824,575,881,878,717,366,320,823,429,1075,587,708,781,328,1444,366
"SYNGR2",14822,2824,15249,8378,8461,7609,6664,6806,3656,10350,6038,14835,14942,5289,5910,10500,6527,2859
"SYNGR3",812,198,716,502,594,1135,936,219,1027,1089,496,924,803,386,684,1066,2251,564
"SYNGR4",5,3,4,4,6,16,11,3,18,3,2,5,0,8,4,2,14,5
"SYNJ1",799,299,903,678,756,1449,1010,748,600,1426,713,432,664,411,440,594,437,978
"SYNJ2",1552,483,1070,1009,1554,1363,1600,992,465,2134,547,941,1164,673,612,1979,793,3410
"SYNJ2BP",1044,436,1462,1185,1319,1481,1404,1014,1040,2564,1359,1019,1149,790,544,1385,550,1998
"SYNJ2BP-COX16",0,1,1,8,3,2,7,7,4,8,5,2,3,2,0,1,2,3
"SYNM",1499,222,1197,775,2106,978,393,233,143,1426,1905,961,633,783,951,1115,904,8711
"SYNPO",5869,907,3390,2919,2979,738,1462,2880,163,1262,1785,2367,3079,472,888,4489,2116,2106
"SYNPO2",8966,50,4392,13512,25795,310,113,189,93,711,375,7386,7966,58,362,17139,62,12927
"SYNPO2L",120,0,11,2,8,25,0,1,2,1,3,3,3,0,10,2,38,3
"SYNPR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNRG",1441,416,2368,2185,1919,1975,991,1219,985,3259,1572,1078,988,796,1005,1567,453,2059
"SYP",60,15,77,86,92,110,21,19,15,212,137,103,51,57,104,62,39,42
"SYPL1",9548,5488,9772,7651,7679,13661,13796,11831,16590,16307,9429,5169,5047,5500,7247,5912,10794,3143
"SYPL2",54,1,21,14,7,29,1,13,2,8,5,3,4,4,13,1,1,8
"SYS1",1378,390,1839,1449,1203,1252,1040,917,964,1910,1114,1442,884,677,679,1338,462,974
"SYS1-DBNDD2",7,1,6,6,11,4,2,0,9,1,5,10,6,2,1,9,1,1
"SYT1",11,220,25,331,82,6,4,11,134,417,15,236,35,54,43,369,109,19
"SYT10",18,0,1,19,15,0,0,7,0,0,0,70,38,0,0,3,0,9
"SYT11",444,31,830,618,483,179,63,214,128,515,323,260,243,93,134,434,43,444
"SYT12",5,41,62,11,73,28,31,73,10,28,8,5,13,19,16,12,1,1313
"SYT13",0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4
"SYT14",7,0,0,0,1,0,3,0,9,0,2,0,0,8,0,1,2,2
"SYT14P1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SYT15",177,26,608,267,237,3717,98,86,1406,1047,114,71,465,295,200,316,121,181
"SYT16",0,4,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0
"SYT17",21,202,110,24,10,564,138,83,102,91,79,135,13,267,81,9,248,12
"SYT2",37,8,16,36,39,33,13,25,0,46,24,84,39,17,69,30,12,10
"SYT3",5,0,8,2,0,1,0,7,0,1,0,2,7,1,0,1,2,9
"SYT4",0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0
"SYT5",8,0,6,0,0,4,0,4,26,4,5,1,21,0,0,1,1,1
"SYT6",4,0,37,3,3,2,0,2,6,1,3,10,18,7,2,14,2,0
"SYT7",177,38,78,142,12,42,339,383,53,466,41,283,16,152,196,7,1004,137
"SYT8",50,30,128,28,13,1091,189,106,771,57,241,1002,291,78,130,117,221,64
"SYT9",1,0,0,41,0,0,0,2,0,2,3,10,2,0,0,4,0,1
"SYTL1",2159,727,2057,1927,672,6961,2614,2812,2758,3772,5441,2559,1284,3986,3476,804,3894,112
"SYTL2",269,37,501,416,351,150,133,401,129,456,359,211,136,71,272,187,275,238
"SYTL3",490,34,656,2171,827,66,161,128,125,845,288,1149,439,156,276,1006,153,457
"SYTL4",896,338,337,510,449,197,311,504,411,125,349,264,121,259,533,278,155,143
"SYTL5",8,34,20,68,2,0,16,183,20,21,8,5,3,2,82,0,9,1
"SYVN1",2956,756,3539,3965,1857,3554,2089,2275,1216,4111,2909,1889,1370,1732,2384,3111,1571,1832
"SZRD1",7361,2549,6959,6105,6172,7441,5465,4856,5702,14755,8612,4335,4185,3831,4750,4384,4349,8053
"SZT2",3069,555,2493,2404,1879,2677,1697,979,717,3063,3858,2767,2439,1825,2448,2997,2833,2345
"TAAR1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAAR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAAR3P",1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TAAR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TAAR6",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TAAR8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAAR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAB1",1632,424,1540,1270,1829,1267,864,719,709,1615,1252,1453,1169,967,855,1296,1170,953
"TAB2",3024,1299,3475,3030,4686,2760,3025,3255,2746,6058,1432,2146,2344,987,1294,2742,1469,4960
"TAB3",1231,546,2606,1816,2247,2451,1918,1373,1359,2646,1517,3092,1267,1122,779,1376,806,1367
"TAC1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAC3",14,0,7,13,9,25,1,1,1,3,0,5,13,1,4,12,1,1
"TAC4",2,0,0,3,1,0,1,1,0,3,2,1,1,1,0,0,0,4
"TACC1",6783,803,3917,4053,5098,2738,2958,1965,2513,12039,4513,2217,3697,1686,3830,3980,2721,4154
"TACC2",1737,1563,1156,2037,535,7818,2409,3226,1835,6139,3094,2056,972,3348,2043,969,941,688
"TACC3",3329,693,3102,2386,3548,4226,3441,1111,2047,6045,4034,3593,4107,1844,2621,1851,3349,2157
"TACO1",699,301,745,378,576,2104,828,541,804,924,844,584,537,916,512,443,399,667
"TACR1",49,9,46,101,2,22,0,9,0,28,19,8,9,7,25,3,1,2
"TACR2",39,43,77,51,66,43,24,11,45,77,31,76,40,22,43,94,24,116
"TACR3",0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"TACSTD2",9182,40092,26392,19329,972,168512,119387,72516,217777,132768,135858,18061,15328,96236,55513,6127,71893,2302
"TADA1",581,292,744,638,1088,1324,907,723,745,1968,674,550,391,534,464,534,506,1059
"TADA2A",540,212,469,351,649,614,310,257,368,827,480,602,216,241,286,435,235,815
"TADA2B",1082,209,1332,1092,1079,1129,1193,755,833,1598,939,616,562,510,664,749,866,789
"TADA3",2569,1038,3111,1948,2908,3087,2495,3742,2229,3994,4705,2431,1996,1966,2438,1854,1431,2566
"TAF1",1477,559,2515,1822,1892,2870,1422,1288,1036,3358,1788,3423,1160,1117,906,1675,983,2456
"TAF10",1520,622,2653,1774,998,1764,2043,1375,849,2395,1861,1278,982,1101,1312,1110,1133,1665
"TAF11",1278,642,1357,1709,2077,3992,2007,1154,2248,2786,1361,1179,606,1340,929,608,796,2515
"TAF12",1195,511,1449,1080,1101,2860,1502,1164,1774,2570,1520,714,967,689,1099,769,996,1279
"TAF13",532,152,210,428,397,1044,287,396,477,1563,425,176,226,94,218,368,227,423
"TAF15",10957,3199,8951,5502,8554,12518,9405,5679,4451,13973,8360,7953,6825,5533,8057,7137,4676,11146
"TAF1A",312,55,203,146,203,351,275,250,192,779,321,101,76,137,174,127,94,416
"TAF1B",617,341,517,560,584,945,578,370,618,897,375,276,274,258,233,292,457,1325
"TAF1C",2074,596,2005,1349,1190,2520,2110,1308,953,2106,3965,2119,1656,3538,2893,1357,2151,1530
"TAF1D",610,148,662,566,637,451,550,513,409,883,487,314,250,199,497,556,524,1750
"TAF1L",0,0,0,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0
"TAF2",2452,567,1593,2183,3276,3212,1479,1642,1834,3224,1697,1694,1124,1128,1456,1855,1165,2765
"TAF3",413,99,275,319,428,535,221,273,205,682,291,244,175,215,149,350,132,386
"TAF4",970,301,1042,625,1105,1734,881,854,692,2129,1508,1326,833,614,617,941,951,951
"TAF4B",818,202,765,846,2473,805,580,330,379,2136,330,1244,900,267,232,968,302,1661
"TAF5",368,178,394,491,716,566,607,230,377,976,357,451,310,223,269,295,175,506
"TAF5L",1052,448,1034,884,1235,1515,1132,1473,815,4553,1508,831,623,750,954,818,691,1425
"TAF6",2632,606,1766,1772,2214,1747,1492,1519,1169,2567,3266,1777,1656,2013,1140,1833,2308,1976
"TAF6L",1141,339,841,728,848,1360,742,675,494,928,1023,1184,438,765,863,822,540,885
"TAF7",3879,1800,5731,6800,6639,5076,4460,5763,3694,5988,3283,5322,2826,2463,1816,4310,2557,4086
"TAF7L",390,0,382,3,14,953,207,222,371,228,1110,12,1072,264,174,864,16,998
"TAF8",949,331,1025,994,1223,729,593,486,680,1866,817,717,349,620,460,612,307,1346
"TAF9",2127,1272,2465,2192,2650,3988,3234,1809,3318,6173,1913,1785,1887,1434,1281,1948,1085,2630
"TAF9B",1065,777,1897,1762,2711,4938,1933,1672,2294,2620,974,2468,896,668,489,717,410,1969
"TAFA1",3,1,4,5,2,0,0,5,0,4,1,1,1,3,1,1,0,4
"TAFA2",3,4,10,20,8,11,3,14,12,13,8,5,7,1,3,5,0,48
"TAFA3",3,3,11,8,8,5,4,1,1,1,9,32,7,5,4,13,4,620
"TAFA4",1,54,5,0,2,0,0,0,6,1,1,0,1,0,0,2,0,2
"TAFA5",341,3,15,147,89,25,7,149,2,21,11,80,132,55,4,31,45,3043
"TAGAP",491,39,1696,2700,656,308,97,802,239,1571,396,227,423,288,412,896,130,36
"TAGLN",5499,113,2505,3483,2365,1780,351,4348,580,2763,749,869,1280,424,1267,581,1143,2979
"TAGLN2",33062,18254,21233,30229,32303,51916,25164,59497,42127,56571,38089,27130,36950,28612,20443,27263,26670,33428
"TAGLN3",5,4,7,49,102,1,3,6,0,0,3,30,1,4,3,7,0,696
"TAL1",86,8,63,123,27,37,14,29,7,25,38,23,47,18,34,27,27,37
"TAL2",13,0,7,17,23,0,1,0,0,0,0,7,15,1,0,26,1,17
"TALDO1",5408,3478,6458,4412,3397,9249,6534,6989,4736,6956,5051,4571,3788,3532,4871,2509,5630,5016
"TAMM41",222,97,256,168,244,233,211,356,328,260,345,244,225,137,207,240,161,241
"TANC1",2869,841,1783,3029,2082,2838,2808,1591,1434,3844,1872,2288,1660,1346,1148,4359,1724,5199
"TANC2",1383,823,818,654,664,1378,1123,1121,365,1544,809,941,1466,656,529,153,482,1811
"TANGO2",606,178,732,560,516,817,500,395,488,961,647,451,536,487,404,611,603,326
"TANGO6",364,178,404,281,271,853,291,483,331,737,362,135,179,199,213,235,162,358
"TANK",2316,522,2307,3466,1892,1497,1352,1909,1413,2517,1051,1340,1082,525,772,1599,932,6878
"TAOK1",3064,1188,3210,2837,5100,3916,2903,3040,2211,6872,2259,1926,1742,1481,1361,2775,1145,5315
"TAOK2",3430,806,2553,1586,2393,3435,1958,1451,1779,4013,3549,2484,1640,2027,1901,4210,3224,2216
"TAOK3",1286,347,1644,1401,1185,2399,957,1708,1311,3013,896,794,612,652,528,1620,887,1456
"TAP1",10400,2063,27568,9087,17391,11467,3935,6268,4883,8506,11799,9959,4627,11681,4127,6994,12085,3960
"TAP2",7641,2185,13382,5449,5243,8877,2136,4567,2377,4683,7254,2736,2496,6759,3510,3980,6758,2759
"TAPBP",21506,3347,17771,12820,15003,7201,6391,5595,2741,6704,13945,10547,11228,9081,6337,7483,8121,11535
"TAPBPL",2258,188,1798,2198,826,331,404,1084,314,709,1520,654,1094,831,474,1151,719,255
"TAPT1",610,274,1551,1312,1451,1596,1061,735,805,1523,611,950,774,405,447,696,436,1135
"TAPT1-AS1",55,12,79,88,30,65,109,64,34,131,80,91,67,89,47,33,125,33
"TARBP1",2425,468,1984,1783,4437,1387,1104,1606,775,4487,1833,1627,1225,1028,1328,2256,1399,2030
"TARBP2",1257,351,842,808,871,1282,815,665,754,1112,994,1622,598,720,720,1143,652,589
"TARDBP",9298,3147,8279,7682,8527,9915,8189,7149,7508,16269,9888,7815,5639,5491,6029,6781,5328,10716
"TARM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARS1",4104,1810,3243,3166,4826,5027,4820,4034,3127,6994,2178,2442,2686,1437,2237,4045,1870,5538
"TARS2",711,464,866,626,860,1671,430,1001,1217,1450,1516,820,673,872,756,845,772,1085
"TARS3",500,198,755,633,834,315,369,305,182,781,391,606,307,203,498,360,289,454
"TAS1R1",2,0,0,15,6,222,1,10,17,2,11,4,4,2,6,16,0,2
"TAS1R2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"TAS1R3",29,0,27,130,39,47,7,31,20,75,68,7,28,14,72,202,42,4
"TAS2R1",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TAS2R10",3,2,4,8,2,2,1,0,2,5,2,3,3,1,0,2,0,9
"TAS2R13",1,2,2,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0
"TAS2R14",26,6,28,34,11,22,29,28,3,24,24,26,17,28,19,19,6,31
"TAS2R16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R19",6,1,6,9,3,4,2,2,1,0,7,4,8,1,1,7,3,1
"TAS2R20",70,20,69,42,17,48,34,49,16,45,52,42,30,53,52,44,27,56
"TAS2R3",0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,3
"TAS2R30",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
"TAS2R31",3,2,0,9,5,1,2,0,0,3,1,2,2,0,4,7,0,3
"TAS2R38",0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R39",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R4",0,1,7,1,10,5,3,1,0,1,9,11,3,2,7,4,2,17
"TAS2R40",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
"TAS2R41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R42",0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"TAS2R43",0,0,0,7,1,0,0,0,0,0,0,8,2,1,0,1,2,0
"TAS2R46",0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,2
"TAS2R5",14,5,4,13,29,7,15,11,9,23,8,22,10,17,14,22,14,48
"TAS2R50",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
"TAS2R60",0,0,0,1,0,1,0,5,0,0,0,0,1,2,0,1,0,0
"TAS2R7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TAS2R8",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"TAS2R9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASOR",2866,1871,3531,2918,8749,4997,3827,2201,4421,8748,5228,3534,3079,2788,2137,4239,1909,6225
"TASOR2",2469,728,2294,2883,3733,3714,1833,1926,1943,5097,2003,1733,1175,1174,1016,1912,997,5071
"TASP1",393,149,355,339,682,702,500,612,571,621,445,505,279,297,261,488,278,437
"TAT",2,0,0,2,3,1,0,2,0,1,0,0,0,0,0,1,2,5
"TATDN1",660,415,571,641,1352,1019,649,579,981,1187,584,623,402,556,775,495,487,1276
"TATDN2",3766,865,3517,2280,5184,2274,2004,3059,2170,4765,3201,2597,1963,1614,1882,2918,1123,2580
"TATDN3",441,210,606,555,737,849,448,531,493,1141,557,205,202,293,355,341,223,660
"TAX1BP1",6318,1744,5698,7706,7467,10982,5260,6720,5136,13741,4907,2747,3085,2541,2787,4832,5230,6259
"TAX1BP3",509,494,506,372,580,1254,474,705,786,1232,1152,419,168,412,351,243,567,344
"TAZ",1236,355,1367,1253,907,1287,936,542,450,1022,1675,1842,911,1161,1329,846,1471,376
"TBATA",0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
"TBC1D1",2167,649,2357,1743,2034,1947,870,801,738,3325,1475,814,1219,603,801,1225,1158,3743
"TBC1D10A",1314,366,913,1018,792,1511,887,1251,1772,1176,1034,894,1203,977,706,904,1766,443
"TBC1D10B",2002,852,2567,1427,2451,3069,2673,1702,2350,3794,2963,2983,1294,2492,1855,2522,3419,1632
"TBC1D10C",1090,95,3150,1882,942,857,204,221,144,951,1629,606,985,380,2165,864,287,55
"TBC1D12",353,140,607,424,668,584,321,271,450,553,333,353,363,255,247,441,226,583
"TBC1D13",1413,482,1512,1337,974,1378,944,767,768,1373,1484,1081,899,1016,785,973,775,831
"TBC1D14",774,209,516,1465,1721,1141,434,680,890,2610,1102,630,306,293,397,966,903,1598
"TBC1D15",1812,862,2116,2804,3065,3245,2749,1899,3264,5141,1596,2381,1454,1205,963,1888,735,2478
"TBC1D16",483,23,134,262,243,25,65,103,103,221,51,127,148,29,98,448,25,1035
"TBC1D17",2017,427,1458,1430,1289,1744,1162,959,1239,2247,1282,2544,1261,1049,1611,2185,1619,1496
"TBC1D19",218,56,141,273,193,45,82,173,126,95,122,149,65,37,32,139,56,176
"TBC1D2",1281,971,909,591,291,1075,1505,2142,1338,2994,2147,656,560,1332,1252,367,2337,313
"TBC1D20",1925,464,1731,2019,1970,2048,1139,1629,1406,3050,2048,2171,1274,1179,1036,2481,1535,1555
"TBC1D21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D22A",1516,577,1408,1459,1290,2092,1002,1008,1154,1851,1512,1649,1042,800,1075,1198,989,774
"TBC1D22B",952,384,1049,879,1001,1737,936,961,1089,1606,1008,867,335,847,543,715,616,924
"TBC1D23",1517,1931,1770,1383,2085,2229,1834,3711,3420,2834,1450,1914,1103,930,1065,1289,607,1729
"TBC1D24",1230,198,732,1120,1079,459,257,566,245,502,600,1000,1191,441,367,1446,932,641
"TBC1D25",883,328,862,706,616,751,671,448,450,939,745,1558,535,550,443,779,383,407
"TBC1D26",3,0,4,8,3,5,1,0,0,2,4,4,2,1,5,1,1,5
"TBC1D28",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"TBC1D29P",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TBC1D2B",3947,653,3267,2956,2176,1366,860,1251,482,3081,2369,2113,1703,1262,1130,2775,857,1211
"TBC1D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D30",35,69,120,85,25,587,95,129,73,225,139,150,49,169,142,57,146,74
"TBC1D31",504,159,438,463,907,768,312,300,408,853,601,430,470,258,463,570,353,627
"TBC1D32",202,87,145,199,625,50,198,226,191,527,232,175,104,131,113,193,192,548
"TBC1D3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D3C",0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"TBC1D3F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D3G",1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"TBC1D3H",0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
"TBC1D3P1-DHX40P1",2,0,1,1,8,0,0,0,3,5,1,0,0,1,1,1,0,3
"TBC1D3P2",1,0,0,2,10,2,0,0,0,0,7,4,6,2,2,4,1,5
"TBC1D3P5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TBC1D4",3441,433,3666,2623,8287,2102,1110,1081,637,1745,957,1959,1406,450,776,2827,1059,4425
"TBC1D5",2667,620,2607,1247,3630,1094,1099,1952,1292,3681,1654,1199,1530,756,958,2165,1397,2640
"TBC1D7",641,319,518,644,505,1617,657,535,1484,1636,839,611,314,388,389,679,520,884
"TBC1D8",2373,913,1963,1965,520,2684,2456,2284,1046,3595,1880,2549,1186,1717,1438,1067,1679,1766
"TBC1D8B",281,250,277,214,271,473,412,504,444,412,365,6,25,157,181,256,237,230
"TBC1D9",1737,584,1598,4624,790,1543,787,1168,695,3490,1607,1266,558,431,1009,1302,978,1049
"TBC1D9B",4756,1318,4204,2485,3344,5560,3687,2542,2668,8302,5423,3338,2599,2424,3548,5733,3280,3537
"TBCA",3380,1497,3668,4148,4460,4954,3721,3084,3781,5261,2431,2411,2686,1807,2249,5154,1582,4040
"TBCB",2560,807,2297,2433,2692,3258,2002,2195,3312,3245,1900,3864,2820,1748,1964,2904,2511,2086
"TBCC",1130,373,1564,1751,1617,1104,1596,847,968,1677,1031,1230,646,752,796,774,712,1219
"TBCCD1",621,547,748,538,728,2080,682,768,750,2020,961,717,542,593,584,404,240,742
"TBCD",4897,708,3669,3067,3284,13522,5718,1716,2786,9886,2620,6270,8363,6993,3988,3523,12107,3487
"TBCE",732,206,454,406,620,906,680,667,421,1402,637,398,444,435,403,461,325,1078
"TBCEL",502,76,314,947,531,399,150,251,213,570,211,189,193,147,186,354,147,956
"TBCK",629,213,1110,524,466,562,538,432,266,757,412,494,364,465,292,440,580,965
"TBK1",1546,571,1987,1502,2115,2183,1383,1808,1593,3118,1124,1265,1152,947,582,1845,746,1288
