0	1	2
X2536.KZ.1.FS.count	KRT	8  
X2536.KZ.10.FS.count	KRT	8  
X2536.KZ.14.FS.count	IMU	8  
X2536.KZ.16.FS.count	KRT	8  
X2536.KZ.17.FS.count	KRT	8  
X2536.KZ.18.FS.count	IMU	8  
X2536.KZ.23.FS.count	IMU	8  
X2536.KZ.25.FS.count	KRT	8  
X2536.KZ.28.FS.count	KRT	8  
X2536.KZ.33.FS.count	KRT	8  
X2536.KZ.34.FS.count	KRT	8  
X2536.KZ.4.FS.count	KRT	8  
X2536.KZ.7.FS.count	IMU	8  
